Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,TotalSF,SalePrice
268,75,RL,60.0,8400,Pave,NOACCESS,Reg,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,Ex,Y,SBrkr,2192,2,1,4,1,Gd,8,1,Gd,Detchd,Unf,1.0,TA,Y,7,2008,WD,Normal,2492.0,179500
269,30,RM,71.0,6900,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,Ex,Y,SBrkr,778,1,0,2,1,TA,4,1,Gd,Detchd,Fin,1.0,Ex,Y,2,2008,WD,Normal,1518.0,120500
270,20,RL,69.30579531442663,7917,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,TA,Y,SBrkr,1113,1,1,3,1,TA,6,1,Fa,Attchd,RFn,1.0,TA,Y,5,2007,WD,Normal,2256.0,148000
271,60,FV,84.0,10728,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,Gd,Y,SBrkr,1939,2,1,3,1,Gd,8,1,Gd,Attchd,RFn,3.0,TA,Y,8,2006,New,Partial,3034.0,266000
272,20,RL,73.0,39104,Pave,NOACCESS,IR1,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,Ex,Y,SBrkr,1363,1,0,2,1,TA,5,2,TA,Attchd,Unf,2.0,TA,Y,4,2008,WD,Normal,2748.0,241500
273,60,RL,92.0,11764,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,2270,2,1,4,1,Gd,9,1,Gd,Attchd,Fin,3.0,TA,Y,4,2010,WD,Normal,3422.0,290000
274,20,RL,80.0,9600,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,Wd Sdng,Wd Sdng,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,LwQ,Gd,Y,SBrkr,1632,2,0,3,1,TA,6,1,Gd,Attchd,RFn,1.0,TA,Y,4,2009,WD,Normal,2872.0,139000
275,20,RL,76.0,8314,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,HdBoard,ImStucc,None,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,TA,Y,SBrkr,816,1,0,2,1,TA,5,0,NoFP,Attchd,Unf,1.0,TA,Y,6,2007,WD,Normal,1632.0,124500
276,50,RL,55.0,7264,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,Gd,N,SBrkr,1548,2,1,3,1,Ex,5,0,NoFP,Detchd,Unf,2.0,TA,Y,10,2009,WD,Normal,2500.0,205000
277,20,RL,129.0,9196,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,1560,2,0,3,1,Gd,7,0,NoFP,Attchd,Fin,2.0,TA,Y,4,2010,WD,Normal,3120.0,201000
278,20,RL,140.0,19138,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Ex,Y,SBrkr,864,1,0,2,1,TA,4,0,NoFP,Detchd,Unf,2.0,TA,Y,6,2010,WD,Normal,1728.0,141000
279,20,RL,107.0,14450,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,Ex,Y,SBrkr,2121,2,1,3,1,Ex,8,1,Ex,Attchd,Fin,3.0,TA,Y,5,2007,New,Partial,4242.0,415298
280,60,RL,83.0,10005,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,Ex,Y,SBrkr,2022,2,1,4,1,TA,8,1,TA,Attchd,Fin,2.0,TA,Y,3,2008,WD,Normal,3182.0,192000
281,60,RL,82.0,11287,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,Gd,Y,SBrkr,1982,2,1,3,1,Gd,7,1,TA,Attchd,Fin,2.0,TA,Y,1,2007,WD,Normal,2789.0,228500
282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,1262,2,0,2,1,Gd,5,0,NoFP,Attchd,Fin,2.0,TA,Y,5,2006,New,Partial,2524.0,185000
283,120,RL,34.0,5063,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1314,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,TA,Y,4,2009,ConLw,Normal,2628.0,207500
284,20,RL,74.0,9612,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1468,2,0,3,1,Gd,6,1,Gd,Attchd,Fin,3.0,TA,Y,12,2009,New,Partial,2936.0,244600
285,120,RL,50.0,8012,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,Plywood,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,1575,2,0,2,1,Gd,5,0,NoFP,Attchd,RFn,2.0,TA,Y,7,2007,WD,Normal,3150.0,179200
286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1250,2,1,2,1,Gd,5,0,NoFP,Detchd,RFn,2.0,TA,Y,6,2007,New,Partial,1875.0,164700
287,50,RL,77.0,9786,Pave,NOACCESS,IR1,Bnk,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,1734,1,1,3,1,Gd,7,1,Gd,Attchd,RFn,2.0,TA,Y,6,2006,WD,Normal,2646.0,159000
288,20,RL,69.30579531442663,8125,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,858,1,0,3,1,TA,5,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,Y,6,2006,WD,Normal,1716.0,88000
289,20,RL,69.30579531442663,9819,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,900,1,0,3,1,TA,5,0,NoFP,Detchd,Unf,1.0,TA,Y,2,2010,WD,Normal,1782.0,122000
290,70,RL,60.0,8730,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,FuseA,1396,1,0,3,1,TA,7,0,NoFP,Detchd,Unf,1.0,TA,Y,7,2007,WD,Normal,2094.0,153575
291,60,RL,120.0,15611,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,1919,2,1,3,1,Gd,8,1,Gd,Attchd,RFn,2.0,Gd,Y,7,2006,New,Partial,2998.0,233230
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,VinylSd,VinylSd,None,TA,Fa,PConc,TA,Fa,No,Rec,Unf,Ex,N,SBrkr,1716,2,0,6,1,Fa,9,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,3,2008,WD,Normal,2496.0,135900
293,50,RL,60.0,11409,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,Gd,Y,SBrkr,1716,1,1,3,1,TA,8,1,Gd,Attchd,Unf,1.0,TA,Y,1,2009,WD,Normal,2484.0,131000
294,60,RL,69.30579531442663,16659,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Fa,Y,SBrkr,2263,2,1,3,1,Gd,9,1,TA,Attchd,Fin,2.0,TA,Y,3,2006,WD,Normal,3058.0,235000
295,20,RL,80.0,9600,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,GLQ,Unf,TA,Y,SBrkr,1644,1,0,3,1,TA,7,2,Gd,Attchd,Fin,2.0,TA,Y,10,2009,WD,Normal,3060.0,167000
296,80,RL,37.0,7937,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,TA,Y,SBrkr,1003,1,0,3,1,TA,6,0,NoFP,Detchd,Unf,2.0,TA,Y,3,2006,WD,Normal,2006.0,142500
297,50,RM,75.0,13710,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,FuseA,1558,1,1,4,1,TA,6,0,NoFP,Attchd,Unf,1.0,TA,Y,6,2007,WD,Normal,2468.0,152000
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,Ex,Y,SBrkr,1950,2,1,3,1,Gd,7,1,TA,Detchd,RFn,2.0,TA,Y,6,2007,WD,Normal,2925.0,239000
299,60,RL,90.0,11700,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,HdBoard,AsphShn,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,Gd,Y,SBrkr,1743,1,2,3,1,TA,7,1,Gd,Attchd,Unf,2.0,TA,Y,6,2007,WD,Normal,2445.0,175000
300,20,RL,80.0,14000,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,1152,1,0,3,1,Gd,6,1,Gd,Attchd,Unf,1.0,TA,Y,8,2009,WD,Family,2244.0,158500
301,190,RL,90.0,15750,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,TA,Y,SBrkr,1336,1,0,2,1,TA,5,2,Gd,Attchd,Unf,1.0,TA,Y,6,2006,WD,Normal,2501.0,157000
302,60,RL,66.0,16226,Pave,NOACCESS,IR3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,2452,2,1,4,1,Gd,9,1,TA,BuiltIn,Fin,2.0,TA,Y,5,2007,WD,Normal,3480.0,267000
303,20,RL,118.0,13704,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1541,2,0,3,1,Gd,6,1,TA,Attchd,RFn,3.0,TA,Y,1,2006,WD,Normal,3082.0,205000
304,20,RL,70.0,9800,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,894,1,0,3,1,TA,5,0,NoFP,Attchd,Unf,2.0,TA,Y,7,2006,WD,Abnorml,1788.0,149900
305,75,RM,87.0,18386,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CemntBd,CmentBd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,3493,3,0,3,1,Gd,10,1,Ex,Attchd,Unf,3.0,TA,Y,5,2008,WD,Normal,4963.0,295000
306,20,RL,80.0,10386,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,2000,2,0,3,1,Gd,8,0,NoFP,Attchd,Fin,3.0,TA,Y,7,2007,WD,Normal,4000.0,305900
307,60,RL,116.0,13474,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,Gd,Y,SBrkr,2243,2,1,4,1,Gd,8,1,TA,Attchd,RFn,3.0,TA,Y,6,2007,WD,Normal,2943.0,225000
308,50,RM,69.30579531442663,7920,Pave,Grvl,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,TA,Y,FuseA,1406,1,0,3,1,Fa,6,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,3,2008,WD,Normal,1725.0,89500
309,30,RL,69.30579531442663,12342,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,861,1,0,1,1,TA,4,0,NoFP,Detchd,Unf,2.0,TA,Y,3,2009,WD,Normal,1722.0,82500
310,20,RL,90.0,12378,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,1944,2,0,3,1,Ex,8,3,Ex,Attchd,Fin,3.0,TA,Y,11,2006,WD,Normal,3840.0,360000
311,60,RL,69.30579531442663,7685,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,Gd,Y,SBrkr,1501,2,1,3,1,Gd,6,1,TA,Attchd,Fin,2.0,TA,Y,5,2006,WD,Normal,2198.0,165600
312,20,RL,50.0,8000,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,972,1,0,2,1,TA,5,1,Gd,Detchd,Unf,1.0,TA,Y,5,2009,WD,Normal,1944.0,132000
313,190,RM,65.0,7800,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,TA,Y,SBrkr,1118,1,0,3,1,TA,5,1,Gd,Detchd,Unf,2.0,TA,Y,5,2006,WD,Normal,1911.0,119900
314,20,RL,150.0,215245,Pave,NOACCESS,IR3,Low,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Rec,TA,Y,SBrkr,2036,2,0,3,1,TA,8,2,Gd,Attchd,RFn,2.0,TA,Y,6,2009,WD,Normal,4172.0,375000
315,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Gd,No,LwQ,Unf,Ex,Y,SBrkr,1641,1,1,3,1,Ex,6,1,Gd,Detchd,Unf,2.0,Fa,Y,8,2006,WD,Normal,2369.0,178000
316,60,RL,71.0,7795,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1432,2,1,3,1,Gd,6,1,Gd,Attchd,Fin,2.0,TA,Y,7,2009,WD,Normal,2148.0,188500
317,60,RL,94.0,13005,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CemntBd,CmentBd,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,2353,2,1,4,1,Ex,10,1,TA,Attchd,RFn,2.0,TA,Y,8,2009,WD,Normal,3198.0,260000
318,60,FV,75.0,9000,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,1959,2,1,3,1,Gd,8,1,Gd,Attchd,RFn,3.0,TA,Y,12,2007,WD,Normal,3047.0,270000
319,60,RL,90.0,9900,Pave,NOACCESS,Reg,Low,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,2646,2,1,4,1,Gd,9,1,TA,Attchd,RFn,3.0,TA,Y,4,2009,WD,Normal,3993.0,260000
320,80,RL,69.30579531442663,14115,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,1472,2,0,3,1,TA,6,2,TA,Attchd,Unf,2.0,TA,Y,6,2009,WD,Normal,2844.0,187500
321,60,RL,111.0,16259,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,VinylSd,VinylSd,Stone,TA,TA,PConc,Ex,Gd,Av,Unf,Unf,Ex,Y,SBrkr,2596,3,1,4,1,Gd,9,0,NoFP,Attchd,RFn,3.0,TA,Y,9,2006,New,Partial,3845.0,342643
322,60,RL,99.0,12099,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,2468,2,1,4,1,Gd,10,1,Gd,BuiltIn,Fin,3.0,TA,Y,6,2007,WD,Normal,3604.0,354000
323,60,RL,86.0,10380,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,Plywood,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,Ex,Y,SBrkr,2730,2,1,4,1,Gd,8,1,TA,Attchd,Fin,2.0,TA,Y,8,2007,WD,Normal,4232.0,301000
324,20,RM,49.0,5820,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,1163,1,0,3,1,TA,6,0,NoFP,Attchd,Unf,1.0,Fa,Y,7,2006,WD,Normal,2325.0,126175
325,80,RL,96.0,11275,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,2978,2,1,5,1,Gd,11,1,Gd,BuiltIn,Fin,2.0,TA,Y,6,2010,WD,Normal,3688.0,242000
326,45,RM,50.0,5000,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,Po,N,FuseF,803,1,0,2,1,TA,5,0,NoFP,Detchd,Unf,2.0,TA,Y,12,2007,WD,Normal,1523.0,87000
327,120,RL,32.0,10846,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,1719,1,1,1,1,Gd,6,2,Gd,Attchd,Fin,2.0,TA,Y,5,2008,Con,Normal,3438.0,324000
328,20,RL,80.0,11600,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,1383,1,1,3,1,TA,7,0,NoFP,Attchd,RFn,1.0,TA,Y,4,2006,WD,Normal,2766.0,145250
329,75,RL,69.30579531442663,11888,Pave,Pave,IR1,Bnk,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Gd,N,FuseA,2134,2,0,5,1,Gd,10,0,NoFP,Detchd,Unf,2.0,TA,Y,7,2009,WD,Normal,2978.0,214500
330,70,RM,60.0,6402,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,Mn,Unf,Unf,TA,N,SBrkr,1192,1,0,3,1,TA,6,0,NoFP,Detchd,Unf,1.0,Fa,N,7,2009,WD,Normal,1788.0,78000
331,90,RL,69.30579531442663,10624,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,TA,Y,SBrkr,1728,2,0,6,2,TA,10,0,NoFP,Detchd,Unf,1.0,TA,Y,11,2007,WD,Normal,3456.0,119000
332,20,RL,70.0,8176,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Fa,Y,SBrkr,1056,1,0,3,1,TA,6,0,NoFP,Attchd,RFn,1.0,TA,Y,8,2007,WD,Normal,2112.0,139000
333,20,RL,85.0,10655,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,NoBSMT,Ex,Y,SBrkr,1629,2,0,3,1,Gd,7,1,Gd,Attchd,RFn,3.0,TA,Y,10,2009,WD,Normal,4835.0,284000
334,120,RM,59.0,8198,Pave,NOACCESS,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1358,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,TA,Y,7,2008,WD,Normal,2716.0,207000
335,60,RL,59.0,9042,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,1638,2,1,3,1,TA,7,2,TA,Attchd,Fin,2.0,TA,Y,7,2008,WD,Normal,2581.0,192000
